"","date","hits","keyword","geo","time","gprop","category"
"224",2017-05-01,32,"BOA lace","US","2016-01-01 2021-09-21","web",0
"225",2017-06-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
"226",2017-07-01,0,"BOA lace","US","2016-01-01 2021-09-21","web",0
"227",2017-08-01,48,"BOA lace","US","2016-01-01 2021-09-21","web",0
"228",2017-09-01,24,"BOA lace","US","2016-01-01 2021-09-21","web",0
"229",2017-10-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
"230",2017-11-01,23,"BOA lace","US","2016-01-01 2021-09-21","web",0
"231",2017-12-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
"232",2018-01-01,45,"BOA lace","US","2016-01-01 2021-09-21","web",0
"233",2018-02-01,16,"BOA lace","US","2016-01-01 2021-09-21","web",0
"234",2018-03-01,37,"BOA lace","US","2016-01-01 2021-09-21","web",0
"235",2018-04-01,30,"BOA lace","US","2016-01-01 2021-09-21","web",0
"236",2018-05-01,30,"BOA lace","US","2016-01-01 2021-09-21","web",0
"237",2018-06-01,24,"BOA lace","US","2016-01-01 2021-09-21","web",0
"238",2018-07-01,0,"BOA lace","US","2016-01-01 2021-09-21","web",0
"239",2018-08-01,31,"BOA lace","US","2016-01-01 2021-09-21","web",0
"240",2018-09-01,31,"BOA lace","US","2016-01-01 2021-09-21","web",0
"241",2018-10-01,30,"BOA lace","US","2016-01-01 2021-09-21","web",0
"242",2018-11-01,69,"BOA lace","US","2016-01-01 2021-09-21","web",0
"243",2018-12-01,31,"BOA lace","US","2016-01-01 2021-09-21","web",0
"244",2019-01-01,67,"BOA lace","US","2016-01-01 2021-09-21","web",0
"245",2019-02-01,23,"BOA lace","US","2016-01-01 2021-09-21","web",0
"246",2019-03-01,44,"BOA lace","US","2016-01-01 2021-09-21","web",0
"247",2019-04-01,47,"BOA lace","US","2016-01-01 2021-09-21","web",0
"248",2019-05-01,15,"BOA lace","US","2016-01-01 2021-09-21","web",0
"249",2019-06-01,24,"BOA lace","US","2016-01-01 2021-09-21","web",0
"250",2019-07-01,16,"BOA lace","US","2016-01-01 2021-09-21","web",0
"251",2019-08-01,30,"BOA lace","US","2016-01-01 2021-09-21","web",0
"252",2019-09-01,36,"BOA lace","US","2016-01-01 2021-09-21","web",0
"253",2019-10-01,21,"BOA lace","US","2016-01-01 2021-09-21","web",0
